ACCOUNT,RN,COMPANY,SITE,COUNTY,REGION,SIC,SIC DESCRIPTION,REPORTING YEAR,CO TPY,NOX TPY,Pb TPY,PM10 TPY,PM2.5 TPY,SO2 TPY,VOC TPY
BL0690L,RN100215425,DENBURY ONSHORE LLC,MANVEL FIELD CENTRAL COMPRESSOR STATION,BRAZORIA,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,24.6807,9.6573,0,0.1867,0.1867,0,30.5564
BL0714W,RN102577053,EXXONMOBIL  PIPELINE  COMPANY,QUINTANA CRUDE STATION,BRAZORIA,12,4612,CRUDE PETROLEUM PIPE LINES,2020,0.0371,0.1342,0,0.0761,0.0761,0.01,7.258
BL0727N,RN100229079,SEABREEZE RECOVERY INC,SEABREEZE ENVIRONMENTAL LANDFILL,BRAZORIA,12,4953,REFUSE SYSTEMS,2020,11.7503,5.3015,0,30.4411,12.4611,0.7401,11.9001
BL0758C,RN100825249,CHEVRON PHILLIPS CHEMICAL COMPANY LP,SWEENY OLD OCEAN FACILITIES,BRAZORIA,12,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,583.1921,1218.3868,0,191.255,175.4733,11.5752,513.263
BL0788Q,RN101286805,HUNTSMAN ETHYLENEAMINES LLC,HUNTSMAN ETHYLENEAMINES,BRAZORIA,12,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,0,0,0,0.7861,0.498,0,5.0592
BLA003C,RN102936911,HILCORP ENERGY COMPANY,SMU 1 PRODUCTION FACILITY,BRAZORIA,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,3.2808,2.0166,0,0.049,0.049,0.0038,14.6079
BLA014N,RN103196689,FREEPORT LNG DEVELOPMENT LP,FREEPORT LNG LIQUEFACTION FACILITY IMPORT TERMINAL,BRAZORIA,12,4925,GAS PRODUCTION AND DISTRIBUTION,2020,77.3698,12.3141,0,0.0626,0.0626,0.015,29.7208
BLA015O,RN103904959,GOLDKING MINERALS MANAGEMENT LLC,ALVIN NORTH PRODUCTION FACILITY,BRAZORIA,12,4925,GAS PRODUCTION AND DISTRIBUTION,2020,0.693,0.471,0,0.071,0.071,0.004,17.5612
BLA035I,RN106302508,BRASKEM AMERICA INC,BRASKEM AMERICA,BRAZORIA,12,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,2020,32.8365,4.5459,0,0.5604,0.0019,0.0084,45.2564
BLA042P,RN106492325,INDORAMA VENTURES OXIDES LLC,LAB CHOCOLATE BAYOU PLANT,BRAZORIA,12,2819,INDUSTRIAL INORGANIC CHEMICALS,2020,10.3574,52.3192,0,2.8484,2.8419,0.2164,13.2197
BLA043Q,RN106398795,MHBA CB LLLP,CHOCOLATE BAYOU PLANT,BRAZORIA,12,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,0.1258,1.6453,0,0.1935,0.1932,10.0839,0.861
BLA044R,RN108772245,BLUE CUBE OPERATIONS LLC,BLUE CUBE OPERATIONS FREEPORT,BRAZORIA,12,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,179.1884,578.2795,0.0097,154.3722,145.2312,4.3053,88.416
BLA045S,RN106603970,PHILLIPS 66 COMPANY,OLD OCEAN NGL FRACTIONATION PLANT,BRAZORIA,12,1321,NATURAL GAS LIQUIDS,2020,20.5362,22.4457,0,9.3542,9.0682,16.8341,29.014
BLA046T,RN109209775,XOG RESOURCES LLC,IP FARMS COMPRESSOR STATION,BRAZORIA,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,2.083,0.929,0,0.06,0.052,0.004,7.7142
BLA048V,RN109468041,CHEVRON PIPE LINE COMPANY,CHEVRON PIPE LINE SWEENY 524 STATION,BRAZORIA,12,4613,REFINED PETROLEUM PIPELINES,2020,0.207,0.054,0,0,0,0,9.791
BLA049W,RN110064912,CHEVRON PIPE LINE COMPANY,TXF626 EQUISTAR CLEMENS PIPELINE,BRAZORIA,12,4613,REFINED PETROLEUM PIPELINES,2020,0,0,0,0,0,0,9.67
BLA051Y,RN110068533,CHEVRON PIPE LINE COMPANY,TXF627 DOW CR 743 METER STATION PIPELINE,BRAZORIA,12,4613,REFINED PETROLEUM PIPELINES,2020,0,0,0,0,0,0,10.4
BLA052Z,RN110068400,CHEVRON PIPE LINE COMPANY,TXF651 DOW SWEENY METER STATION PIPELINE,BRAZORIA,12,4613,REFINED PETROLEUM PIPELINES,2020,0,0,0,0,0,0,8.8
BLA054B,RN110130218,MAGNUM OPERATING LLC,SPOHN FOUNDATION NO 1,BRAZORIA,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,1.4256,0.7016,0,0.0525,0.0525,0.0035,16.0201
BLA055C,RN109799304,HILCORP ENERGY COMPANY,BRLD COMPRESSOR STATION,BRAZORIA,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,21.3291,5.923,0,0.1295,0.1295,0.0297,15.1057
BLA056D,RN109803577,HILCORP ENERGY COMPANY,EAST COMPRESSOR STATION,BRAZORIA,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,5.6841,4.1531,0,0.3954,0.3954,0.0233,10.8732
BLA057E,RN106481500,FREEPORT LNG DEVELOPMENT LP,FREEPORT LNG PRETREATMENT FACILITY,BRAZORIA,12,1321,NATURAL GAS LIQUIDS,2020,42.2255,17.1544,0,53.0237,53.0237,2.4328,17.3282
BLA059G,RN110300126,SK PRIMACOR AMERICAS LLC,SK PRIMACOR AMERICAS,BRAZORIA,12,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,2020,10.2563,2.0094,0,0.239,0.239,0.0032,10.4474
BLA060H,RN110746757,CORTEVA AGRISCIENCE LLC,CORTEVA FREEPORT OPERATIONS,BRAZORIA,12,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,2.7811,19.3615,0,1.0168,0.9987,1.4554,4.877
BLA061I,RN108783614,INEOS OLIGOMERS USA LLC,CHOCOLATE BAYOU,BRAZORIA,12,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,4.9038,2.8374,0,0.5801,0.322,0.0275,5.6147
BLA062K,RN110131224,XOG RESOURCES LLC,OLD 1 TANK BATTERY,BRAZORIA,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0,0,0,0,0,0,12.7493
BLA063L,RN110131190,XOG RESOURCES LLC,COZBY 1,BRAZORIA,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0,0,0,0,0,0,10.8871
BLA064M,RN110913589,XOG RESOURCES LLC,COZBY 6 AND BANFIELD SWD,BRAZORIA,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,1.489,0.496,0,0.08,0.08,0.002,8.746
BLA068Q,RN110443678,PHILLIPS 66 PIPELINE LLC,SWEENY JUNCTION STATION,BRAZORIA,12,4612,CRUDE PETROLEUM PIPE LINES,2020,0,0,0,0,0,0,11.6874
BLA069R,RN110306388,CHEVRON PIPE LINE COMPANY,CLEMENS METER STATION TXF718,BRAZORIA,12,4613,REFINED PETROLEUM PIPELINES,2020,0.109,0.031,0,0,0,0,13.037
BM0009Q,RN101611556,CITY OF BRYAN,ROLAND C DANSBY POWER PLANT,BRAZOS,9,4911,ELECTRIC SERVICES,2020,75.947,77.9,0,7.7652,7.7652,0.4,8.2816
BM0010I,RN101612851,CITY OF BRYAN,ATKINS POWER STATION,BRAZOS,9,4911,ELECTRIC SERVICES,2020,0.414,1.6154,0,0.0333,0.0333,0.0172,0.0106
BM0026Q,RN100213859,SAINT-GOBAIN CERAMICS & PLASTICS INC,SAINT-GOBAIN NORPRO,BRAZOS,9,3299,NONMETALLIC MINERAL PRODUCTS,2020,121.656,58.4677,0.0007,29.2832,22.1415,2.7808,16.3646
BM0032V,RN100216274,TEXAS A&M  UNIVERSITY,TEXAS A & M UNIVERSITY,BRAZOS,9,4911,ELECTRIC SERVICES,2020,20.3927,30.1384,0,7.495,7.495,6.0875,3.7934
BM0157A,RN102551710,ETC TEXAS PIPELINE  LTD,GOEN STEEPHOLLOW #5 COMPRESSOR STATION,BRAZOS,9,1311,CRUDE PETROLEUM & NATURAL GAS,2020,17.7903,29.9499,0,2.3366,2.3366,0.1375,31.2416
BO0006A,RN102176179,WINDSTAR INC,JOHNSON GIN,BRISCOE,1,724,COTTON GINNING,2020,0.59,0.71,0,8.29,0.63,0,0.04
BP0031N,RN100210004,KINDER MORGAN BORDER PIPELINE LLC,BROOKS COUNTY COMPRESSOR STATION,BROOKS,15,4922,NATURAL GAS TRANSMISSION,2020,6.757,76.1687,0,1.4331,1.4331,0.7383,1.2289
BQ0005D,RN102560372,KOHLER CO,BROWNWOOD FACILITY,BROWN,3,3261,VITREOUS PLUMBING FIXTURES,2020,16.406,19.981,0,3.561,1.522,0.387,110.892
BQ0009S,RN100219005,3M COMPANY,BROWNWOOD PLANT,BROWN,3,3081,"UNSUPPORTED PLASTICS, FILM & SHEET",2020,26.8469,55.3446,0,11.446,11.4257,0.1628,96.8955
BQA003C,RN110096013,SAWYER OILFIELD PRODUCTS LLC,SAWYER OILFIELD BROWNWOOD FACILITY,BROWN,3,3089,"PLASTICS PRODUCTS, NEC",2020,0,0,0,0,0,0,10.5609
BRA003C,RN107426546,CHESAPEAKE OPERATING LLC,BIRD 2H PAD,BURLESON,9,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.951,0.5665,0,0.0118,0.0118,0.0012,150.4776
BRA004D,RN110193927,CHESAPEAKE OPERATING LLC,FRIDDLE 1 PAD,BURLESON,9,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.3389,0.2517,0,0.0108,0.0108,0.001,155.3758
BRA005E,RN110966462,CHESAPEAKE OPERATING LLC,LUKSA-KUBELKA 1 PAD,BURLESON,9,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.6678,0.4268,0,0.0121,0.0121,0.0251,135.1698
BRA006F,RN110193075,CHESAPEAKE OPERATING LLC,DAVIS VIOLA OL NO 1 PRODUCTION FACILITY,BURLESON,9,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.2024,0.1241,0,0.013,0.013,0.0033,185.1718
BRA008H,RN110194628,CHESAPEAKE OPERATING LLC,GROCE OL NO 1 PRODUCTION FACILITY,BURLESON,9,1311,CRUDE PETROLEUM & NATURAL GAS,2020,1.9396,1.8624,0,0.0924,0.0844,0.0044,38.813
BRA009I,RN110966603,CHESAPEAKE OPERATING LLC,LEWIS 1 PAD,BURLESON,9,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.5927,0.093,0,0.017,0.017,0.0005,59.0514
BRA010J,RN110966470,CHESAPEAKE OPERATING LLC,LUKSA OL UNIT 1 PAD,BURLESON,9,1311,CRUDE PETROLEUM & NATURAL GAS,2020,1.9803,1.862,0,0.0911,0.0911,0.0015,70.62
BRA011K,RN110966975,CHESAPEAKE OPERATING LLC,MECOM 2 PAD,BURLESON,9,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.7386,0.1319,0,0.0076,0.0076,0.0021,74.1129
BRA012L,RN110197639,CHESAPEAKE OPERATING LLC,RB WILKENS NO 1,BURLESON,9,1311,CRUDE PETROLEUM & NATURAL GAS,2020,1.2628,0.4935,0,0.0126,0.0126,0.0031,8.4949
C10001E,RN101745057,ASSOCIATED COTTON GROWERS INC,ASSOCIATED COTTON GROWERS,CROSBY,2,724,COTTON GINNING,2020,0.6,0.72,0,8.91,0.66,0,0.04
C10015Q,RN101812568,OWENS COOPERATIVE GIN COMPANY,OWENS COOPERATIVE GIN,CROSBY,2,724,COTTON GINNING,2020,1.12,1.33,0,14.61,1.03,0.01,0.07
C1A001A,RN106835150,TEXAS TRIUMPH SEED CO INC,RALLS SEED PRODUCTION FACILITY,CROSBY,2,119,CASH GRAINS NEC,2020,0,0,0,0.9797,0.1639,0,1.9051
C20005I,RN100212091,EL PASO NATURAL GAS COMPANY LLC,GUADALUPE COMPRESSOR STATION,CULBERSON,6,4922,NATURAL GAS TRANSMISSION,2020,11.5572,165.466,0,4.7702,4.7702,1.9359,6.7395
C20019U,RN100211531,EL PASO NATURAL GAS COMPANY LLC,GRESHAM STATION,CULBERSON,6,4922,NATURAL GAS TRANSMISSION,2020,0.6244,2.4085,0,0.0495,0.0495,0.0255,0.2356
C2A002B,RN106371909,ETC TEXAS PIPELINE LTD,DELAWARE COMPRESSOR STATION,CULBERSON,6,1311,CRUDE PETROLEUM & NATURAL GAS,2020,13.7548,73.6557,0,5.0196,5.0196,0.2502,60.7316
C2A003C,RN106452683,DELAWARE BASIN MIDSTREAM LLC,CAPITAN COMPRESSOR STATION,CULBERSON,6,1311,CRUDE PETROLEUM & NATURAL GAS,2020,25.8965,81.9016,0,3.613,3.3513,1.1882,56.4374
C2A004D,RN107648339,MARKWEST ENERGY WEST TEXAS GAS COMPANY LLC,HIDALGO CRYOGENIC GAS PLANT,CULBERSON,6,1321,NATURAL GAS LIQUIDS,2020,30.3808,95.6618,0,7.9973,7.9973,14.7816,25.6113
C2A005E,RN106502826,DELAWARE BASIN MIDSTREAM LLC,APOLLO COMPRESSOR STATION,CULBERSON,6,1311,CRUDE PETROLEUM & NATURAL GAS,2020,22.0467,95.2293,0,3.2826,3.2821,2.0805,8.6729
C2A006F,RN110577442,TARGA DELAWARE LLC,FALCON GAS PLANT,CULBERSON,6,1311,CRUDE PETROLEUM & NATURAL GAS,2020,35.2052,25.4717,0,2.2499,2.2499,227.5192,67.7142
C2A039M,RN110740115,TARGA DELAWARE LLC,PEREGRINE GAS PLANT,CULBERSON,6,1311,CRUDE PETROLEUM & NATURAL GAS,2020,13.2303,8.7893,0,0.6413,0.6413,99.0014,8.1294
C2A040N,RN110808417,DELAWARE PROCESSING LLC,TIGER PLANT,CULBERSON,6,1311,CRUDE PETROLEUM & NATURAL GAS,2020,25.6195,24.6505,0,1.858,1.858,9.2124,13.6993
CA0027J,RN100220177,OASIS PIPELINE CO TEXAS LP,PRAIRIE LEA COMPRESSOR STATION,CALDWELL,11,4922,NATURAL GAS TRANSMISSION,2020,164.735,685.6624,0,26.0743,26.0743,0.3239,79.4044
CAA002B,RN105366934,FLINT HILLS RESOURCES CORPUS CHRISTI LLC,MUSTANG RIDGE TERMINAL,CALDWELL,11,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,1.7332,0.6943,0,0,0,0,14.9103
CB0003M,RN100242577,ALCOA WORLD ALUMINA LLC,POINT COMFORT PLANT,CALHOUN,14,3334,PRIMARY ALUMINUM,2020,3.4493,5.2963,0,4.9755,0.0008,1.394,3.5889
CB0028T,RN102181526,UNION CARBIDE CORPORATION,SEADRIFT PLANT,CALHOUN,14,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,585.4413,683.6381,0,66.3255,40.3752,0.1123,693.6855
CB0034B,RN100210038,INEOS NITRILES USA LLC,GREEN LAKE PLANT,CALHOUN,14,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,90.6609,705.9196,0,26.8756,0,0.9342,28.5275
CB0038Q,RN100218973,FORMOSA PLASTICS CORPORATION TEXAS,FORMOSA POINT COMFORT PLANT,CALHOUN,14,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,2020,1137.3683,2935.8872,0,209.7506,164.9208,17.4562,727.1748
CB0042C,RN102147055,SEADRIFT COKE LP,SEADRIFT COKE LP,CALHOUN,14,2999,"PETROLEUM AND COAL PRODUCTS, NEC",2020,129.0022,194.7271,0.0041,18.5308,6.6018,471.1951,52.3501
CB0051B,RN100226984,FLORIDA GAS TRANSMISSION COMPANY LLC,PORT LAVACA COMPRESSOR STATION,CALHOUN,14,4922,NATURAL GAS TRANSMISSION,2020,0,0,0,0,0,0,0
CB0053U,RN101062792,FORMOSA HYDROCARBONS COMPANY INC,POINT COMFORT GAS PLANT,CALHOUN,14,1321,NATURAL GAS LIQUIDS,2020,8.7399,16.259,0,1.3381,1.3381,0.0003,3.3207
CBA004D,RN106319379,BRASKEM AMERICA  INC,SEADRIFT POLYPROPYLENE PLANT,CALHOUN,14,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,2020,58.0121,6.3286,0,0.6655,0,0,55.1026
CBA006F,RN108462102,PORT COMFORT POWER LLC,POINT COMFORT PEAKING FACILITY,CALHOUN,14,4911,ELECTRIC SERVICES,2020,6.31,4.99,0,0.57,0.56,0.12,0.59
CD0009B,RN100219450,PUBLIC UTILITIES BOARD OF THE CITY OF BROWNSVILLE TEXAS,SILAS RAY POWER PLANT,CAMERON,15,4911,ELECTRIC SERVICES,2020,2.9,27.46,0,0.4,0.4,0.3,1.2
CD0014I,RN102975026,CITY OF BROWNSVILLE,BROWNSVILLE MUNICIPAL LANDFILL,CAMERON,15,4953,REFUSE SYSTEMS,2020,18.99,4.17,0,10.83,6.16,1.04,12.1159
CD0042D,RN103004933,TRANSMONTAIGNE OPERATING CO LP,BROWNSVILLE TERMINAL,CAMERON,15,4226,SPECIAL WAREHOUSING AND STORAGE,2020,1.2814,1.5254,0,0.116,0.116,0.0092,1.0056
CD0045U,RN102805090,KEPPEL AMFELS INC,KEPPEL AMFELS,CAMERON,15,3731,SHIP BUILDING AND REPAIRING,2020,0.0581,0.0692,0,1.836,0.315,0.0004,48.7661
CD0106C,RN102261021,VALLEY CO-OP OIL  MILL,VALLEY COOP OIL MILL,CAMERON,15,2074,COTTONSEED OIL MILLS,2020,5.0224,2.9895,0,42.615,39.8879,0.0359,123.8291
CD0122E,RN100840818,TRANSMONTAIGNE OPERATING CO LP,SOUTHWEST TERMINAL,CAMERON,15,4226,SPECIAL WAREHOUSING AND STORAGE,2020,10.7862,6.1015,0,0.1036,0.1036,0.0082,91.5146
CD0215T,RN100244433,CHASE INDUSTRIES INC,CHEM PRUF,CAMERON,15,3999,"MANUFACTURING INDUSTRIES, NEC",2020,0,0,0,0.0478,0.0478,0,18.904
CD0220D,RN102593605,TRANSMONTAIGNE OPERATING CO LP,INTERCOASTAL TERMINAL,CAMERON,15,4226,SPECIAL WAREHOUSING AND STORAGE,2020,0.1199,0.1427,0,0.0108,0.0108,0.0009,0.1385
CDA011K,RN109451435,VALLEY CROSSING PIPELINE LLC,BROWNSVILLE COMPRESSOR STATION,CAMERON,15,4922,NATURAL GAS TRANSMISSION,2020,6.7596,3.1116,0,0.4238,0.4238,0.2471,5.4363
CE0005V,RN100223783,SULPHUR RIVER GATHERING LLC,PITTSBURG PLANT,CAMP,5,1311,CRUDE PETROLEUM & NATURAL GAS,2020,21.0666,24.4309,0,2.5601,2.2801,45.2818,11.7504
CF0034D,RN100216894,EL PASO NATURAL GAS COMPANY LLC,SHAFER COMPRESSOR STATION,CARSON,1,4922,NATURAL GAS TRANSMISSION,2020,5.605,21.874,0,0.451,0.451,0.232,1.093
CF0094I,RN100211580,SCOUT ENERGY MANAGEMENT LLC,LYNX MAIN & B,CARSON,1,4922,NATURAL GAS TRANSMISSION,2020,70.3299,60.3226,0,6.546,6.546,0.111,118.2162
CFA001A,RN104158852,CARSON COUNTY GIN LP,CARSON COUNTY GIN,CARSON,1,724,COTTON GINNING,2020,1.35,1.6,0,10.3,0.77,0.01,0.09
CG0010G,RN100543115,GRAPHIC PACKAGING INTERNATIONAL LLC,GRAPHIC PACKAGING INTERNATIONAL TEXARKANA MILL,CASS,5,2621,PAPER MILLS,2020,972.9587,1956.9938,0.1547,511.4348,448.1249,192.5059,2081.9085
CGA001A,RN105684674,MIDCONTINENT EXPRESS PIPELINE LLC,ATLANTA COMPRESSOR STATION,CASS,5,4922,NATURAL GAS TRANSMISSION,2020,23.1549,80.0669,0,5.4639,5.4639,0.3821,21.007
CI0002G,RN100224377,EQUISTAR CHEMICALS LP,MONT BELVIEU STORAGE,CHAMBERS,12,4619,"PIPELINES, NEC",2020,13.9813,2.4621,0,0.0561,0.0218,0.026,26.4928
CI0005A,RN100209949,ONEOK HYDROCARBON SOUTHWEST LLC,MONT BELVIEU FRACTIONATOR,CHAMBERS,12,1321,NATURAL GAS LIQUIDS,2020,81.7148,139.3893,0,13.4647,11.5147,6.816,20.1899
CI0006V,RN102984911,ENTERPRISE  PRODUCTS  OPERATING  LLC,EAST STORAGE/SPLITTER III FACILITY,CHAMBERS,12,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,39.1045,21.0923,0,0.1903,0.1903,0.0298,68.8312
CI0008R,RN102323268,ENTERPRISE PRODUCTS OPERATING LLC,MONT BELVIEU COMPLEX,CHAMBERS,12,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,1110.8994,783.8686,0,161.89,141.3118,61.592,723.8158
CI0009P,RN102501020,EXXONMOBIL CHEMICAL COMPANY,MONT BELVIEU PLASTICS PLANT,CHAMBERS,12,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,2020,130.5833,57.3763,0,41.1129,8.3057,0.5507,187.7158
CI0010H,RN100211713,TEXAS PETROLEUM INVESTMENT CO,ANAHUAC COMPRESSOR STATION,CHAMBERS,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,3.5783,1.1959,0,0.3605,0.3605,0.0112,2.9479
CI0011F,RN100223775,EXXONMOBIL PIPELINE COMPANY,MONT BELVIEU STATION,CHAMBERS,12,4619,"PIPELINES, NEC",2020,2.0348,1.7182,0,0.5148,0.1004,0.0723,4.2619
CI0012D,RN100825371,NRG TEXAS POWER LLC,CEDAR BAYOU GEN STATION,CHAMBERS,12,4911,ELECTRIC SERVICES,2020,496.9793,725.2626,0.0051,136.4424,120.2342,9.9473,71.956
CI0016S,RN100209931,COVESTRO LLC,COVESTRO INDUSTRIAL PARK BAYTOWN,CHAMBERS,12,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,49.9983,49.4586,0,51.5959,4.7137,13.6201,26.3124
CI0017Q,RN100222207,ONEOK HYDROCARBON SOUTHWEST LLC,ONEOK MONT BELVIEU STORAGE,CHAMBERS,12,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,10.8229,5.3496,0,0.0049,0.0049,0.0156,40.8334
CI0018O,RN100226620,ENERGY TRANSFER MONT BELVIEU NGLS LP,MONT BELVIEU SOUTH TERMINAL,CHAMBERS,12,4613,REFINED PETROLEUM PIPELINES,2020,7.2386,3.8182,0,0.0056,0.0056,0.0351,34.0551
CI0022A,RN100222900,TARGA MIDSTREAM SERVICES  LLC,MONT BELVIEU PLANT,CHAMBERS,12,1321,NATURAL GAS LIQUIDS,2020,126.6532,93.2001,0,62.0377,53.7742,4.8963,300.2112
CI0025R,RN100543107,ENTERPRISE PRODUCTS OPERATING LLC,MONT BELVIEU WEST STORAGE FACILITY,CHAMBERS,12,4226,SPECIAL WAREHOUSING AND STORAGE,2020,20.4626,10.4209,0,0.0127,0.0127,0.012,25.5125
CI0028L,RN102555406,SHELL PIPELINE COMPANY LP,MONT BELVIEW FACILITY,CHAMBERS,12,4613,REFINED PETROLEUM PIPELINES,2020,0.6513,0.6022,0,0.0315,0.0315,0.8956,19.7262
CI0042R,RN100229319,GULF COAST FRACTIONATORS,GULF COAST FRACTIONATORS,CHAMBERS,12,1321,NATURAL GAS LIQUIDS,2020,112.8562,26.4081,0,9.2169,9.2129,3.0285,60.0659
CI0056G,RN102173390,TEXAS EASTERN TRANSMISSION LP,MT BELVIEU COMPRESSOR STATION,CHAMBERS,12,4922,NATURAL GAS TRANSMISSION,2020,0.8939,4.7337,0,2.8597,2.8597,0.035,5.9898
CI0103W,RN101061893,DENBURY ONSHORE LLC,OYSTER BAYOU FACILITY,CHAMBERS,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,16.008,5.1371,0,3.9456,3.9456,0,13.3369
CI0114R,RN102191681,HEXION INC,HEXION BAYTOWN,CHAMBERS,12,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,29.995,0,0,0.01,0.0003,0.001,16.5644
CI0118J,RN100922392,PARAGON SOUTHWEST MEDICAL WASTE LLC,PARAGON SOUTHWEST MEDICAL WASTE,CHAMBERS,12,4953,REFUSE SYSTEMS,2020,0,0,0,0,0,0,0
CI0119H,RN101950384,UCAR PIPELINE INC,UCAR ANAHUAC COMPRESSOR,CHAMBERS,12,4922,NATURAL GAS TRANSMISSION,2020,0.363,0.1819,0,0,0,0,1.0144
CI0148A,RN100217918,EL DORADO NITROGEN LLC,NITRIC ACID MFG FACILITY,CHAMBERS,12,2873,NITROGENOUS FERTILIZERS,2020,0,49.0712,0,8.32,8.32,0,0.0426
CI0170H,RN100217421,JSW STEEL USA INC,BAYTOWN PLATE DIVISION,CHAMBERS,12,3312,BLAST FURNACES AND STEEL MILLS,2020,1.9096,16.767,0,8.6743,8.2123,0.281,5.0213
CI0171F,RN103034674,ONEOK NGL PIPELINE LLC,ODELL TERMINAL,CHAMBERS,12,4619,"PIPELINES, NEC",2020,0.3939,0.1973,0,0,0,0,19.5785
CI0184T,RN100226067,BAYTOWN ENERGY CENTER LLC,BAYTOWN COGENERATION,CHAMBERS,12,4911,ELECTRIC SERVICES,2020,439.308,188.521,0.0001,42.3634,37.1656,11.1354,14.752
CI0186P,RN100222470,USA WASTE OF TEXAS LANDFILLS INC,BAYTOWN LANDFILL,CHAMBERS,12,4953,REFUSE SYSTEMS,2020,58.941,10.84,0,5.9705,4.3305,72.7304,8.3785
CI0197K,RN102575925,ENERGY TRANSFER MONT BELVIEU NGLS LP,MONT BELVIEU NORTH TERMINAL,CHAMBERS,12,4613,REFINED PETROLEUM PIPELINES,2020,11.9315,5.6273,0,0.168,0.168,0.1372,75.5903
CIA001A,RN103214102,SUNOCO PARTNERS MARKETING & TERMINALS LP,SEABREEZE TRUCK STATION,CHAMBERS,12,4213,"TRUCKING, EXCEPT LOCAL",2020,0,0,0,0,0,0,3.0366
CIA004D,RN104680871,LANXESS CORPORATION,LANXESS CORP BAYTOWN,CHAMBERS,12,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,7.8624,6.075,0,0.0209,0.01,2.6411,6.4032
CIA007G,RN105832059,ENTERPRISE TE PRODUCTS PIPELINE CO LLC,CMB METER STATION,CHAMBERS,12,4613,REFINED PETROLEUM PIPELINES,2020,1.2926,0.2643,0,0,0,0,9.6622
CIA016P,RN105354732,TORRENT OIL LLC,CEDAR POINT TANK BATTERY,CHAMBERS,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,10.4058,9.5685,0,1.0944,1.032,0.07,8.6506
CIA019S,RN106018260,ENERGY TRANSFER GC NGL FRACTIONATORS LLC,MONT BELVIEU GAS PLANT,CHAMBERS,12,1321,NATURAL GAS LIQUIDS,2020,99.5627,28.3663,0,22.987,22.987,12.6313,67.3482
CIA021U,RN106123714,ONEOK HYDROCARBON LP,MONT BELVIEU NGL FRACTIONATION PLANT,CHAMBERS,12,1321,NATURAL GAS LIQUIDS,2020,3.9701,19.5797,0,17.4641,15.2853,44.0643,15.5924
CIA022V,RN106441306,EQUISTAR CHEMICALS LP,MBL1 ETHYLENE,CHAMBERS,12,4619,"PIPELINES, NEC",2020,0,0,0,0,0,0,3.52
CIA023W,RN107415325,TORRENT OIL LLC,WILBURN & J WILBURN SALTWATER PRODUCTION FACILITY,CHAMBERS,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,1.125,1.34,0,0.075,0.025,0.013,16.3987
CIA024X,RN107415531,TORRENT OIL LLC,KIRBY B & KIRBY SALTWATER STATION PRODUCTION,CHAMBERS,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.451,0.537,0,0.031,0.011,0.003,12.0951
CIA026Z,RN107904781,MOTIVA CHEMICALS LLC,PROPYLENE AND ETHYLENE PIPELINE EQUIPMENT,CHAMBERS,12,4613,REFINED PETROLEUM PIPELINES,2020,0,0,0,0,0,0,3.0657
